departamentocodigo,departamentonombre,municipiocodigo,municipionombre,agente,bandera,direccion,producto,precio,estado,fecharegistro
76,valle del cauca,76001,SANTIAGO DE CALI,EDS COLON LA CATORCE,MOBIL,CALLE 14 No. 33A-85,BIODIESEL EXTRA,8497,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO GAS Y COM AUTO 15,ESSO,DIAGONAL 23 No.15-15,BIODIESEL EXTRA,7999,1,2018-05-02T00:00:00.000
5,antioquia,5819,TOLEDO,ESTACION DE SERVICIO GULF ITUANGO,BIOMAX,CORREGIMIENTO EL VALLE,BIODIESEL EXTRA,8790,1,2018-05-02T00:00:00.000
5,antioquia,5266,ENVIGADO,EDS TEXACO 10 ENVIGADO,TEXACO,CALLE 33 SUR No 43-33,GASOLINA EXTRA OXIGENADA,11716,1,2018-05-02T00:00:00.000
76,valle del cauca,76130,CANDELARIA,ESTACION DE SERVICIO VILLAGORGONA,TERPEL,CARRERA 1 CALLE 6,GASOLINA EXTRA OXIGENADA,11200,1,2018-05-02T00:00:00.000
5,antioquia,5380,LA ESTRELLA,ESTACION DE SERVICIO TERPEL LA ISLA,TERPEL,CARRERA 50 No. 96 SUR - 48,GASOLINA EXTRA OXIGENADA,11070,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,EDS TERPEL TANQUIADERO,TERPEL,DIAGONAL 74B No. 32-15,GASOLINA EXTRA OXIGENADA,11070,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESSO REGIONAL,MOBIL,CARRERA 48 No. 20-115,BIODIESEL EXTRA,8660,1,2018-05-02T00:00:00.000
5,antioquia,5686,SANTA ROSA DE OSOS,ESTACION DE SERVICIO EL PORTAL JB,TEXACO,avenida 38 N°28-77,GASOLINA EXTRA OXIGENADA,11890,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO TERPEL LA MOTA,TERPEL,CALLE 2A No. 75B-25,BIODIESEL EXTRA,8430,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO COMBUSCOL CAÑAS GORDAS,TEXACO,AV CANAS GORDAS NO. 122-30,BIODIESEL EXTRA,8570,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,SERVICENTRO EL PORVENIR,TERPEL,CARRERA 52 No. 29-49,GASOLINA EXTRA OXIGENADA,11630,1,2018-05-02T00:00:00.000
76,valle del cauca,76563,PRADERA,EDS PRADERA CENTRO,ZEUSS,CALLE 7 No. 12-25 DE PRADERA,BIODIESEL EXTRA,8400,1,2018-05-02T00:00:00.000
5,antioquia,5376,LA CEJA,ESTACION DE SERVICIOS LOS CRISTALES,TERPEL,CALLE 19 CARRERA 13B  - 251,BIODIESEL EXTRA,8590,1,2018-05-02T00:00:00.000
5,antioquia,5895,ZARAGOZA,SERVICENTRO LOS SURIVIO,TERPEL,BARRIO LA VEGA,GASOLINA CORRIENTE OXIGENADA,8900,1,2018-05-02T00:00:00.000
76,valle del cauca,76892,YUMBO,ESTACION DE SERVICIO SERVICENTRO MENGA SA,MOBIL,Calle 10 No.38-110,GASOLINA CORRIENTE OXIGENADA,8590,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO AUTOMOTRIZ TERPEL LA 26,TERPEL,CARRERA 11B # 26 - 09,GASOLINA CORRIENTE OXIGENADA,8630,1,2018-05-02T00:00:00.000
5,antioquia,5266,ENVIGADO,ESTACION DE SERVICIO VILLA GRANDE LAS VEGAS,ZEUSS,CARRERA 48 No. 25AA SUR-13,BIODIESEL EXTRA,8590,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,SERVICENTRO HL LA CLARET,ZEUSS,TRANSVERSAL 51A No. 67B-59,BIODIESEL EXTRA,8410,1,2018-05-02T00:00:00.000
5,antioquia,5631,SABANETA,ESTACION DE SERVICIO TERPEL ANCON SUR,TERPEL,CALLE 84 SUR No.29-51 VARIANTE DE CALDAS KILOMETRO 1,GASOLINA CORRIENTE OXIGENADA,8655,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO TERPEL LAS MERCEDES,TERPEL,CALLE 65 No 56-35,BIODIESEL EXTRA,8430,1,2018-05-02T00:00:00.000
76,valle del cauca,76109,BUENAVENTURA,ESTACION DE SERVICIOS FLUVIAL Y-O COMERCIALIZADOR INDUSTRIAL COMBUSTIBLES BENITEZ 2,TEXACO,CALLE 2 SUR 8B No. 20-22  BARRIO MURO YUSTI PUEBLO NUEVO,BIODIESEL EXTRA,8275,1,2018-05-02T00:00:00.000
5,antioquia,5212,COPACABANA,ZEUSS NANOS,ZEUSS,CALLE 104 No. 1-401 KILOMETRO 18,GASOLINA CORRIENTE OXIGENADA,8720,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,AEROTAXI,TEXACO,CARRERA 65 No.. 16A 43,BIODIESEL EXTRA,8355,1,2018-05-02T00:00:00.000
76,valle del cauca,76834,TULUA,EDS ENTRE RIOS,TERPEL,CARRERA 30 No. 16-03,BIODIESEL EXTRA,8547,1,2018-05-02T00:00:00.000
5,antioquia,5088,BELLO,CONCRETOS Y ASFALTOS SA CONASFALTOS SA,TERPEL,DIAGONAL 51 NO 15 A -161,BIODIESEL EXTRA,6340,1,2018-05-02T00:00:00.000
5,antioquia,5615,CANON DE RIO CLARO,ESTACION DE SERVICIO INVERSIONES TUCAN ORIENTE,TERPEL,CALLE 38 NO 55 A-85,GASOLINA CORRIENTE OXIGENADA,9130,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO TERPEL CARRERA 80 - 81,TERPEL,CALLE 5 SUR No. 51-85,GASOLINA EXTRA OXIGENADA,11070,1,2018-05-02T00:00:00.000
76,valle del cauca,76892,YUMBO,ESTACION DE SERVICIO COMBUSCOL AUTOPISTA CALI - YUMBO,TEXACO,Calle 15 No.37-39,BIODIESEL EXTRA,8470,1,2018-05-02T00:00:00.000
76,valle del cauca,76122,CAICEDONIA,LAS AMERICAS,TERPEL,CARRERA 14 No. 18-12,BIODIESEL EXTRA,8830,1,2018-05-02T00:00:00.000
5,antioquia,5360,ITAGUI,ESTACION TERPEL CENTRAL  MAYORISTA,TERPEL,Calle 84 A No. 46A-30,GASOLINA CORRIENTE OXIGENADA,8790,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,EDS CENTRO AUTOMOTRIZ,TERPEL,CARRERA 43B No. 19A-61,GASOLINA EXTRA OXIGENADA,8650,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,CONDOR DE COLOMBIA SAS,TERPEL,CARRERA 68 No. 43-15,BIODIESEL EXTRA,8480,1,2018-05-02T00:00:00.000
5,antioquia,5591,PUERTO TRIUNFO,ESTACION DE SERVICIO LUIS LOZANO,TERPEL,"Cra. 19 y 18ª entre calles 29 y 30 Mz 25, Corregimiento Pto. Perales",BIODIESEL EXTRA,8270,1,2018-05-02T00:00:00.000
5,antioquia,5895,ZARAGOZA,SERVICENTRO LOS SURIVIO,TERPEL,BARRIO LA VEGA,BIODIESEL EXTRA,8230,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,GREEN EDS PORTAL DEL SUR,MOBIL,CALLE 25 No. 93-75,GASOLINA EXTRA OXIGENADA,12410,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,CONDOR DE COLOMBIA SAS,TERPEL,CARRERA 68 No. 43-15,GASOLINA CORRIENTE OXIGENADA,8970,1,2018-05-02T00:00:00.000
5,antioquia,5318,GUARNE,ESTACION DE SERVICIO AUTOMOTRIZ EL GRAN CHAPARRAL,TERPEL,AUTOPISTA MEDELLIN - BOGOTA KILOMETRO 30,GASOLINA EXTRA OXIGENADA,11270,1,2018-05-02T00:00:00.000
76,valle del cauca,76109,BUENAVENTURA,ESTACION DE SERVICIOS AUTOMOTRICES Y LUBRICANTES VALLEJO,TEXACO,CALLE 6 28 - 76 ZONA 1,GASOLINA CORRIENTE OXIGENADA,8100,1,2018-05-02T00:00:00.000
5,antioquia,5761,SOPETRAN,SERVICENTRO TERPEL,TERPEL,CALLE 9 No. 13A - 14,BIODIESEL EXTRA,8830,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO UNIVERSIDAD S.A,TEXACO,Carrera 52 No 67 A - 91,BIODIESEL EXTRA,8470,1,2018-05-02T00:00:00.000
5,antioquia,5541,EL PEÑOL,EDS LA ENTRADA,TERPEL,VEREDA HORIZONTES VIA EL PEÑOL MARINILLA KILOMETRO 0.300,GASOLINA CORRIENTE OXIGENADA,9247,1,2018-05-02T00:00:00.000
5,antioquia,5266,ENVIGADO,ESTACION DE SERVICIO EL ESCOBERO,TERPEL,Calle 37 sur No. 28 C-30,GASOLINA CORRIENTE OXIGENADA,9190,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,GREPACOL,PETROMIL,CARRERA 25 No. 75-201,GASOLINA CORRIENTE OXIGENADA,9156,1,2018-05-02T00:00:00.000
76,valle del cauca,76109,BUENAVENTURA,ESTACION DE SERVICIO DISTRACOM ZARAGOZA,MOBIL,Kilómetro 31 Vía Buenaventura - Loboguerrero  Vereda Zaragoza,GASOLINA CORRIENTE OXIGENADA,8998,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,OPECOM EDS  LAS DELICIAS,TERPEL,CALLE 44 No. 3-01,GASOLINA CORRIENTE OXIGENADA,8610,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,LORENZA DEL SOCORRO GIRALDO RAMIREZ,TEXACO,Transversal 25 No. 23-16,BIODIESEL EXTRA,8480,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,AMH SERVICIOS,TEXACO,CALLE 48 No. 79-46,GASOLINA EXTRA OXIGENADA,12090,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO PANAMERICANA,TERPEL,CALLE 10 NO. 43-11,GASOLINA CORRIENTE OXIGENADA,8460,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO COMBUSCOL CAÑAS GORDAS,TEXACO,AV CANAS GORDAS NO. 122-30,GASOLINA CORRIENTE OXIGENADA,9090,1,2018-05-02T00:00:00.000
76,valle del cauca,76109,BUENAVENTURA,ESTACION DE SERVICIO DISTRACOM ZARAGOZA,MOBIL,Kilómetro 31 Vía Buenaventura - Loboguerrero  Vereda Zaragoza,BIODIESEL EXTRA,8304,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESSO EL TRIANGULO,MOBIL,CALLE 9 No. 17-65,GASOLINA CORRIENTE OXIGENADA,8790,1,2018-05-02T00:00:00.000
76,valle del cauca,76563,PRADERA,EDS PRADERA CENTRO,ZEUSS,CALLE 7 No. 12-25 DE PRADERA,GASOLINA CORRIENTE OXIGENADA,8970,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE GASOLINA CRIVASI ESSO EL BOSQUE,MOBIL,Carrera 52 No. 78-20,GASOLINA CORRIENTE OXIGENADA,9097,1,2018-05-02T00:00:00.000
5,antioquia,5591,PUERTO TRIUNFO,ESTACION DE SERVICIO LAS PALMERAS Y CIA LIMITADA,TERPEL,KILOMETRO 176 AUTOPISTA MEDELLIN - BOGOTA,GASOLINA CORRIENTE OXIGENADA,9350,1,2018-05-02T00:00:00.000
5,antioquia,5101,CIUDAD BOLIVAR,ESTACION DE SERVICIO TERPEL LA PLAYA,TERPEL,Calle 49  44-126,BIODIESEL EXTRA,8810,1,2018-05-02T00:00:00.000
5,antioquia,5147,CAREPA,ESTACION DE SERVICIO LA PONDEROSA,PETROMIL,CARRERA 80 82 No. 31-49,GASOLINA CORRIENTE OXIGENADA,9090,1,2018-05-02T00:00:00.000
5,antioquia,5045,APARTADO,ESTACION DE SERVICIO AUTOMOTRIZ LAS CHINITAS,TERPEL,CARRERA 100 KILOMETRO 1 SALIDA A TURBO,GASOLINA CORRIENTE OXIGENADA,9190,1,2018-05-02T00:00:00.000
5,antioquia,5400,LA UNION,ESTACION DE SERVICIO LOS GERANIOS,TERPEL,Carrera 11A Numero 15-35,GASOLINA EXTRA OXIGENADA,11640,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,OPECOM EDS  LAS DELICIAS,TERPEL,CALLE 44 No. 3-01,BIODIESEL EXTRA,8420,1,2018-05-02T00:00:00.000
5,antioquia,5893,YONDO,ESTACION DE SERVICOS CONDOR,TERPEL,KR 57 No 48-85,GASOLINA CORRIENTE OXIGENADA,8840,1,2018-05-02T00:00:00.000
76,valle del cauca,76054,ARGELIA,ESTACION DE SERVICIO ARGELIA PRADO,BIOMAX,CALLE 4 No. 1-42,GASOLINA CORRIENTE OXIGENADA,9200,1,2018-05-02T00:00:00.000
5,antioquia,5579,PUERTO BERRIO,ESTACION DE SERVICIO LA PLAYA,BIOMAX,CARRERA 1 No. 55-46,GASOLINA CORRIENTE OXIGENADA,8950,1,2018-05-02T00:00:00.000
5,antioquia,5604,REMEDIOS,ESTACION DE SERVICIO EL LAGO,ZEUSS,Salida a Berrio,BIODIESEL EXTRA,8554,1,2018-05-02T00:00:00.000
5,antioquia,5088,BELLO,ESTACION DE SERVICIO MADEROS,MOBIL,Diagonal 52 No 12 - 233,GASOLINA CORRIENTE OXIGENADA,8150,1,2018-05-02T00:00:00.000
5,antioquia,5837,TURBO,SERVICENTRO PROXXON NUEVA COLONIA,PROXXON,AVENIDA PRINCIPAL CORREGIMIENTO NUEVA COLONIA CALLE 25 No. 25-48-50,GASOLINA CORRIENTE OXIGENADA,9193,1,2018-05-02T00:00:00.000
76,valle del cauca,76892,YUMBO,ESTACION DE SERVICIO ARROYOHONDO,TEXACO,CALLE 10 No. 22 A - 296,GASOLINA CORRIENTE OXIGENADA,8695,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,SERVICENTRO ESSO SANTA MONICA,MOBIL,AVENIDA 6N No. 22-61,GASOLINA CORRIENTE OXIGENADA,8669,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO TEXACO JOSE IGNACIO HOLGUIN,TEXACO,Carrera 64 C No 93 - 60,GASOLINA EXTRA OXIGENADA,11550,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO FERROCARRIL - GASO,MOBIL,CALLE 26 No. 4B-15,GASOLINA CORRIENTE OXIGENADA,8480,1,2018-05-02T00:00:00.000
76,valle del cauca,76892,YUMBO,ESICAR -  MOBIL YUMBO,MOBIL,CALLE 16  No 4-15,BIODIESEL EXTRA,8199,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIOS LOS CERROS,MOBIL,CALLE 1 No. 69-43,GASOLINA EXTRA OXIGENADA,11990,1,2018-05-02T00:00:00.000
76,valle del cauca,76306,GINEBRA,ESTACION DE SERVICIOS EL LEON,TERPEL,Carrera 4 No. 2-02,BIODIESEL EXTRA,8431,1,2018-05-02T00:00:00.000
5,antioquia,5697,SANTUARIO,ESTACION DE SERVICIO AUTOMOTRIZ CENTRO INTEGRADO DE SERVICIOS EL VERGEL,ZEUSS,CR 43  47 17,BIODIESEL EXTRA,8330,1,2018-05-02T00:00:00.000
5,antioquia,5679,SANTA BARBARA,BOMBA TERPEL LOS ALMENDROS,TERPEL,Troncal principal 15 22,GASOLINA EXTRA OXIGENADA,11400,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO TERPEL LOS ALCAZARES,TERPEL,CALLE 70 No. 1A-4 Y 1A-5,GASOLINA CORRIENTE OXIGENADA,8630,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO MOBIL AMERICAS,MOBIL,Avenida 3 NORTE No 20 N 85,BIODIESEL EXTRA,8370,1,2018-05-02T00:00:00.000
5,antioquia,5031,AMALFI,ESTACION DE SERVICIO AMALFI,ZEUSS,CALLE COLOMBIA No. 24-10,GASOLINA CORRIENTE OXIGENADA,9340,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,EDS TERPEL TANQUIADERO,TERPEL,DIAGONAL 74B No. 32-15,GASOLINA CORRIENTE OXIGENADA,8600,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO GIT MASIVO SA,TERPEL,KM 1 VIA COMFENALCO VALLE DE LILI,BIODIESEL EXTRA,8400,1,2018-05-02T00:00:00.000
5,antioquia,5134,CAMPAMENTO,EDS GASOLINERA LOS RAMIREZ,ZEUSS,CALLE EL PASO SALIDA ANORI,GASOLINA CORRIENTE OXIGENADA,9360,1,2018-05-02T00:00:00.000
76,valle del cauca,76364,JAMUNDI,ESTACION DE SERVICIO CENTRO DE SERVICIOS LAS MERCEDES SAS,PETROMIL,Lote de terreno 1A supermanzana 1 sector 3 Alfaguara,BIODIESEL EXTRA,8450,1,2018-05-02T00:00:00.000
5,antioquia,5649,SAN CARLOS,ESTACION DE SERVICIO DISTRIBUCIONES ZEUSS,ZAPATA Y VELASQUEZ,Calle 19 No. 17- 87,BIODIESEL EXTRA,8770,1,2018-05-02T00:00:00.000
76,valle del cauca,76895,ZARZAL,MEGA HORIZONTE SA,PETROBRAS,KILOMETRO 11 VIA LA PAILA ARMENIA,BIODIESEL EXTRA,8070,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO CARIBE MEDELLIN,MOBIL,CARRERA 64 C NO 72 226,GASOLINA EXTRA OXIGENADA,11990,1,2018-05-02T00:00:00.000
5,antioquia,5212,COPACABANA,ESTACION MOBIL TOLU,MOBIL,CALLE 59 No. 23A-195 AUTOPISTA NORTE,GASOLINA CORRIENTE OXIGENADA,8971,1,2018-05-02T00:00:00.000
5,antioquia,5250,EL BAGRE,GASOLINERA LA ORQUIDEA,ZEUSS,CORREGIMIENTO DE PUERTO LOPEZ,GASOLINA CORRIENTE OXIGENADA,9500,1,2018-05-02T00:00:00.000
5,antioquia,5134,CAMPAMENTO,EDS GASOLINERA LOS RAMIREZ,ZEUSS,CALLE EL PASO SALIDA ANORI,BIODIESEL EXTRA,8635,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,EDS PASOANCHO,TERPEL,CALLE 13 No. 80-11,GASOLINA CORRIENTE OXIGENADA,8630,1,2018-05-02T00:00:00.000
76,valle del cauca,76834,TULUA,ESSO SERVICENTRO STAMBUL,MOBIL,Carrera 40 Calle 13 Esquina,BIODIESEL EXTRA,8302,1,2018-05-02T00:00:00.000
5,antioquia,5380,LA ESTRELLA,ESTACION DE SERVICIO SIDERENSE,TERPEL,CALLE 76 SUR No. 60-51,GASOLINA CORRIENTE OXIGENADA,8809,1,2018-05-02T00:00:00.000
5,antioquia,5837,TURBO,LA MANUELA,TERPEL,Vía al Mar Currulao,GASOLINA CORRIENTE OXIGENADA,9150,1,2018-05-02T00:00:00.000
76,valle del cauca,76892,YUMBO,ESTACION DE SERVICIO TERPEL CENCAR,TERPEL,Carrera 20H No 14 B- 32,GASOLINA CORRIENTE OXIGENADA,8690,1,2018-05-02T00:00:00.000
76,valle del cauca,76111,GUADALAJARA DE BUGA,ESTACION DE SERVICIO ESSO LA REYNA,MOBIL,Calle 2 No.8-40,BIODIESEL EXTRA,8633,1,2018-05-02T00:00:00.000
5,antioquia,5045,APARTADO,ESTACION DE SERVICIO AUTOMOTRIZ LAS CHINITAS,TERPEL,CARRERA 100 KILOMETRO 1 SALIDA A TURBO,BIODIESEL EXTRA,8540,1,2018-05-02T00:00:00.000
76,valle del cauca,76111,GUADALAJARA DE BUGA,EDS GUADALAJARA,TERPEL,CARRERA 12 No. 3 SUR-61,GASOLINA CORRIENTE OXIGENADA,9150,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO COOTRASANA,TERPEL,CALLE 42 SUR No. 74-4,BIODIESEL EXTRA,8260,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO SIMON BOLIVAR CON CALLE 25,TERPEL,CALLE 25 DIAGONAL G No. 65-35,GASOLINA EXTRA OXIGENADA,11400,1,2018-05-02T00:00:00.000
76,valle del cauca,76892,YUMBO,ESTACION DE SERVICIO MOBIL ARROYOHONDO,MOBIL,CALLE 15 No. 23-10,BIODIESEL EXTRA,8019,1,2018-05-02T00:00:00.000
76,valle del cauca,76130,CANDELARIA,ESTACION DE SERVICIO VILLA LAS PALMAS,MOBIL,LOTE 1 CONVENIO VILLAGORGONA,GASOLINA CORRIENTE OXIGENADA,8799,1,2018-05-02T00:00:00.000
5,antioquia,5266,ENVIGADO,ESTACION DE SERVICIO EL TRANSITO,MOBIL,CARRERA 48 No. 49 SUR-45,GASOLINA CORRIENTE OXIGENADA,8920,1,2018-05-02T00:00:00.000
5,antioquia,5138,CAÑASGORDAS,MULTISERVICIO HERSIL,ZEUSS,CARRERA 28 No. 34A-162,GASOLINA CORRIENTE OXIGENADA,9133,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO AUTOMOTRIZ LA MILAGROSA,TEXACO,CARRERA 30 No. 40A-84,GASOLINA EXTRA OXIGENADA,12037,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO TERPEL LOS ALCAZARES,TERPEL,CALLE 70 No. 1A-4 Y 1A-5,GASOLINA EXTRA OXIGENADA,11060,1,2018-05-02T00:00:00.000
5,antioquia,5697,SANTUARIO,ESTACION DE SERVICIO AUTOMOTRIZ CENTRO INTEGRADO DE SERVICIOS EL VERGEL,ZEUSS,CR 43  47 17,GASOLINA EXTRA OXIGENADA,11200,1,2018-05-02T00:00:00.000
76,valle del cauca,76109,BUENAVENTURA,EDS COMBUSTIBLE MURO YUSTY SAS,PETROMIL,CALLE 3 SUR No. 8-32 BARRIO MURO YUSTY,BIODIESEL EXTRA,8900,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO MOBIL LA 70,MOBIL,CARRERA 70 CIRCULAR 1 -40,GASOLINA EXTRA OXIGENADA,11890,1,2018-05-02T00:00:00.000
76,valle del cauca,76109,BUENAVENTURA,ESTACION DE SERVICIO TERPEL BUENAVENTURA,TERPEL,CALLE SEXTA No. 22D-90,BIODIESEL EXTRA,8060,1,2018-05-02T00:00:00.000
5,antioquia,5761,SOPETRAN,SERVICENTRO TERPEL,TERPEL,CALLE 9 No. 13A - 14,GASOLINA CORRIENTE OXIGENADA,9230,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO AUTOMOTRIZ LA 50,TERPEL,CARRERA 50 No. 14C-102,BIODIESEL EXTRA,8430,1,2018-05-02T00:00:00.000
76,valle del cauca,76130,CANDELARIA,ESTACION DE SERVICIO CAVASA,MOBIL,Kilometro 12 vía a Candelaria,GASOLINA CORRIENTE OXIGENADA,8823,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,EDS ESSO AVENIDA ORIENTAL,MOBIL,CALLE 41 No. 46-11,GASOLINA EXTRA OXIGENADA,11560,1,2018-05-02T00:00:00.000
5,antioquia,5308,GIRARDOTA,ESTACION DE SERVICIO EL TRAPICHE,TEXACO,VEREDA SAN ANDRES PEAJE EL TRAPICHE,GASOLINA EXTRA OXIGENADA,11300,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO AUTOMOTRIZ GREEN EDS PASOANCHO,MOBIL,AVENIDA PASOANCHO No. 77-25,GASOLINA EXTRA OXIGENADA,12410,1,2018-05-02T00:00:00.000
76,valle del cauca,76109,BUENAVENTURA,DISTRACOM LA PORTUARIA,MOBIL,CALLE 7 No. 19C-31 SECTOR EL TABOR,BIODIESEL EXTRA,8304,1,2018-05-02T00:00:00.000
5,antioquia,5789,TAMESIS,ESTACION CENTRAL DE SERVICIOS TERPEL TAMESIS,TERPEL,Diagonal 7 No. 15-77,GASOLINA CORRIENTE OXIGENADA,9430,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO GREEN EDS LA 70,MOBIL,CALLE 70 No. 5-20,GASOLINA CORRIENTE OXIGENADA,8670,1,2018-05-02T00:00:00.000
76,valle del cauca,76109,BUENAVENTURA,ESTACION DE SERVICIOS AUTOMOTRICES Y LUBRICANTES VALLEJO,TEXACO,CALLE 6 28 - 76 ZONA 1,BIODIESEL EXTRA,7957,1,2018-05-02T00:00:00.000
76,valle del cauca,76520,PALMIRA,ESTACION DE SERVICIO LA COLOMBINA,TERPEL,CARRERA 15 No 28-24,BIODIESEL EXTRA,8473,1,2018-05-02T00:00:00.000
5,antioquia,5847,URRAO,ESTACION DE SERVICIO PENDERISCO,ZEUSS,CALLE 15 NO 32 - 07 SECTOR AGUSTIN URRAO,GASOLINA CORRIENTE OXIGENADA,9783,1,2018-05-02T00:00:00.000
76,valle del cauca,76109,BUENAVENTURA,EDS SERVICENTRO PASCUAL ANDAGOYA,ZEUSS,CALLE 6 No. 21C-70,GASOLINA CORRIENTE OXIGENADA,8990,1,2018-05-02T00:00:00.000
5,antioquia,5266,ENVIGADO,ESTACION DE SERVICIO EL ESCOBERO,TERPEL,Calle 37 sur No. 28 C-30,GASOLINA EXTRA OXIGENADA,11630,1,2018-05-02T00:00:00.000
5,antioquia,5040,ANORI,BOMBA DE GASOLINA LOS ANGELES,TERPEL,Carrera 35 No 26-339,BIODIESEL EXTRA,9053,1,2018-05-02T00:00:00.000
5,antioquia,5360,ITAGUI,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL ITAGUI,TEXACO,CARRERA 52D No. 74-79,GASOLINA CORRIENTE OXIGENADA,8960,1,2018-05-02T00:00:00.000
76,valle del cauca,76130,CANDELARIA,ZUNIGA MARTINEZ SAS,MOBIL,KILOMETRO 1.5 VIA CAVASA DE CANDELARIA,GASOLINA CORRIENTE OXIGENADA,8585,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESSO INDUSTRIALES,MOBIL,CARRERA 48 No. 16A-35,GASOLINA CORRIENTE OXIGENADA,8980,1,2018-05-02T00:00:00.000
5,antioquia,5579,PUERTO BERRIO,SERVISHELL,TERPEL,CALLE 42 No. 6-28 PASO NIVEL,BIODIESEL EXTRA,8095,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO TERPEL CARRERA 80 - 81,TERPEL,CALLE 5 SUR No. 51-85,BIODIESEL EXTRA,8340,1,2018-05-02T00:00:00.000
76,valle del cauca,76318,GUACARI,ESTACION DE SERVICIO EL FARO GUACARI LTDA,PETROMIL,CARRETERA PANAMERICANA GUACARI A B 0-8 LA VARIANTE,GASOLINA CORRIENTE OXIGENADA,8905,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ZEUSS EL CAMPESTRE,ZEUSS,Carrera 43 A No.18 Sur 80,GASOLINA CORRIENTE OXIGENADA,9190,1,2018-05-02T00:00:00.000
